caseId,docketId,caseIssuesId,voteId,dateDecision,decisionType,usCite,sctCite,ledCite,lexisCite,term,naturalCourt,chief,docket,caseName,dateArgument,dateRearg,petitioner,petitionerState,respondent,respondentState,jurisdiction,adminAction,adminActionState,threeJudgeFdc,caseOrigin,caseOriginState,caseSource,caseSourceState,lcDisagreement,certReason,lcDisposition,lcDispositionDirection,declarationUncon,caseDisposition,caseDispositionUnusual,partyWinning,precedentAlteration,voteUnclear,issue,issueArea,decisionDirection,decisionDirectionDissent,authorityDecision1,authorityDecision2,lawType,lawSupp,lawMinor,majOpinWriter,majOpinAssigner,splitVote,majVotes,minVotes,target_binary,target_multi
1951-090,1951-090-01,1951-090-01-01,1951-090-01-01-01,6/2/1952,1,343 U.S. 717,72 S. Ct. 950,96 L. Ed. 2d 1249,1952 U.S. LEXIS 2017,1951,1303,Vinson,570,KAWAKITA v. UNITED STATES,4/2/1952,,100.0,,27.0,,1.0,,,0.0,51.0,6.0,29.0,,0.0,12.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,10550.0,1.0,1.0,0.0,4.0,,3.0,344.0,,81.0,79.0,1,4,3,0.0,0
1951-091,1951-091-01,1951-091-01-01,1951-091-01-01-01,6/2/1952,1,343 U.S. 747,72 S. Ct. 967,96 L. Ed. 2d 1270,1952 U.S. LEXIS 2794,1951,1303,Vinson,543,ON LEE v. UNITED STATES,4/24/1952,,100.0,,27.0,,1.0,,,0.0,96.0,37.0,22.0,,1.0,12.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,10050.0,1.0,1.0,0.0,7.0,,5.0,502.0,,84.0,87.0,1,5,4,0.0,0
1951-092,1951-092-01,1951-092-01-01,1951-092-01-01-01,6/9/1952,1,343 U.S. 768,72 S. Ct. 1022,96 L. Ed. 2d 1283,1952 U.S. LEXIS 2690,1951,1303,Vinson,458,BROTHERHOOD OF RAILROAD TRAINMEN ET AL. v. HOWARD ET AL.,4/22/1952,,249.0,,182.0,,1.0,,,0.0,86.0,30.0,28.0,,0.0,12.0,3.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,20060.0,2.0,2.0,0.0,4.0,,3.0,357.0,,78.0,78.0,1,6,3,0.0,0
1951-093,1951-093-01,1951-093-01-01,1951-093-01-01-01,6/9/1952,1,343 U.S. 779,72 S. Ct. 1011,96 L. Ed. 2d 1294,1952 U.S. LEXIS 2632,1951,1303,Vinson,493,"ISBRANDTSEN COMPANY, INC. v. JOHNSON",4/23/1952,,116.0,,145.0,,1.0,,,0.0,109.0,45.0,23.0,,0.0,10.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,80070.0,8.0,2.0,0.0,4.0,,6.0,600.0,46 U.S.C. Â§ 701,86.0,87.0,1,8,1,0.0,0
1951-094,1951-094-01,1951-094-01-01,1951-094-01-01-01,6/9/1952,1,343 U.S. 790,72 S. Ct. 1002,96 L. Ed. 2d 1302,1952 U.S. LEXIS 1955,1951,1303,Vinson,176,LELAND v. OREGON,1/29/1952,,100.0,,28.0,43.0,2.0,,,0.0,302.0,43.0,300.0,43.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,40010.0,4.0,1.0,0.0,2.0,,2.0,230.0,,88.0,87.0,1,7,2,0.0,0
1951-095,1951-095-01,1951-095-01-01,1951-095-01-01-01,6/9/1952,6,343 U.S. 808,72 S. Ct. 999,96 L. Ed. 2d 1317,1952 U.S. LEXIS 1956,1951,1303,Vinson,379,CASEY ET AL. v. UNITED STATES,3/3/1952,,100.0,,27.0,,1.0,,,0.0,129.0,56.0,29.0,,0.0,12.0,2.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,10280.0,1.0,2.0,0.0,3.0,,9.0,900.0,,,87.0,1,9,0,1.0,1
1951-114,1951-114-01,1951-114-01-01,1951-114-01-01-01,4/21/1952,5,343 U.S. 922,72 S. Ct. 756,96 L. Ed. 2d 1335,1952 U.S. LEXIS 2186,1951,1303,Vinson,78,"VON MOLTKE v. GILLIES, SUPERINTENDENT.",1/28/1952,,501.0,,501.0,,1.0,,,0.0,,,26.0,,0.0,12.0,,,1.0,2.0,0.0,,0.0,0.0,,,,,,,,,,,,1,4,4,0.0,0
1951-156,1951-156-01,1951-156-01-01,1951-156-01-01-01,10/15/1951,5,342 U.S. 845,72 S. Ct. 72,96 L. Ed. 2d 638,1951 U.S. LEXIS 1466,1951,1303,Vinson,10,"UNITED STATES EX REL. GIESE v. CHAMBERLIN, COMMANDING GENERAL, et al.",10/9/1951,,501.0,,501.0,,1.0,,,0.0,,,27.0,,0.0,12.0,,,1.0,2.0,0.0,,0.0,0.0,,,,,,,,,,,,1,4,4,0.0,0
1951-157,1951-157-01,1951-157-01-01,1951-157-01-01-01,1/14/1952,5,342 U.S. 911,72 S. Ct. 305,96 L. Ed. 2d 682,1952 U.S. LEXIS 2538,1951,1303,Vinson,46,UNITED STATES v. JORDAN et al.,11/27/1951,,27.0,,501.0,,1.0,,,0.0,,,27.0,,0.0,12.0,,,1.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,1,4,4,0.0,0
1951-158,1951-158-01,1951-158-01-01,1951-158-01-01-01,1/28/1952,5,342 U.S. 916,72 S. Ct. 363,96 L. Ed. 2d 685,1952 U.S. LEXIS 2487,1951,1303,Vinson,169,"MCGRATH, ATTORNEY GENERAL, SUCCESSOR TO THE ALIEN PROPERTY CUSTODIAN, v. NAGANO",11/29/1951,,1.0,,501.0,,1.0,,,0.0,,,27.0,,0.0,12.0,,,1.0,2.0,0.0,,0.0,0.0,,,,,,,,,,,,1,4,4,0.0,0
1951-159,1951-159-01,1951-159-01-01,1951-159-01-01-01,3/10/1952,5,342 U.S. 950,72 S. Ct. 623,96 L. Ed. 2d 706,1952 U.S. LEXIS 2346,1951,1303,Vinson,134,"A/S J. LUDWIG MOWINCKELS REDERI et al. v. ISBRANDTSEN CO., INC. et al.",1/29/1952,,501.0,,501.0,,2.0,,,1.0,96.0,,96.0,,0.0,1.0,,,1.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,1,4,4,0.0,0
1952-003,1952-003-01,1952-003-01-01,1952-003-01-01-01,11/10/1952,1,344 U.S. 6,73 S. Ct. 71,97 L. Ed. 2d 6,1952 U.S. LEXIS 2768,1952,1303,Vinson,51,"ARROWSMITH ET AL., EXECUTORS, ET AL. v. COMMISSIONER OF INTERNAL REVENUE",10/24/1952,,240.0,,369.0,,1.0,69.0,,0.0,9.0,,22.0,,0.0,2.0,3.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,120010.0,12.0,2.0,0.0,4.0,5.0,3.0,345.0,,78.0,87.0,1,6,3,0.0,0
1952-004,1952-004-01,1952-004-01-01,1952-004-01-01-01,11/10/1952,1,344 U.S. 13,73 S. Ct. 75,97 L. Ed. 2d 12,1952 U.S. LEXIS 2785,1952,1303,Vinson,46,SANFORD v. KEPNER,10/24/1952,,172.0,,172.0,,1.0,,,0.0,110.0,45.0,23.0,,0.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,80180.0,8.0,2.0,0.0,4.0,,6.0,600.0,35 U.S.C. Â§ 63,78.0,87.0,1,9,0,0.0,0
1952-005,1952-005-01,1952-005-01-01,1952-005-01-01-01,11/10/1952,1,344 U.S. 17,73 S. Ct. 85,97 L. Ed. 2d 15,1952 U.S. LEXIS 2640,1952,1303,Vinson,12,FEDERAL POWER COMMISSION v. IDAHO POWER CO.,10/20/1952,,352.0,,148.0,,1.0,52.0,,0.0,32.0,,32.0,,0.0,12.0,10.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,90120.0,9.0,1.0,0.0,4.0,,3.0,336.0,,81.0,87.0,1,7,0,1.0,1
1952-006,1952-006-01,1952-006-01-01,1952-006-01-01-01,11/10/1952,1,344 U.S. 25,73 S. Ct. 80,97 L. Ed. 2d 23,1952 U.S. LEXIS 2669,1952,1303,Vinson,33,"NATHANSON, TRUSTEE IN BANKRUPTCY, v. NATIONAL LABOR RELATIONS BOARD",10/23/1952,,114.0,,382.0,,1.0,82.0,,0.0,80.0,26.0,21.0,,0.0,2.0,2.0,2.0,1.0,4.0,0.0,1.0,0.0,0.0,120030.0,12.0,1.0,0.0,4.0,,3.0,307.0,,81.0,79.0,1,7,2,1.0,2
1952-007,1952-007-01,1952-007-01-01,1952-007-01-01-01,11/10/1952,1,344 U.S. 33,73 S. Ct. 67,97 L. Ed. 2d 54,1952 U.S. LEXIS 2648,1952,1303,Vinson,18,"UNITED STATES ET AL. v. L. A. TUCKER TRUCK LINES, INC.",10/20/1952,,27.0,,245.0,,2.0,66.0,,1.0,86.0,30.0,86.0,30.0,0.0,1.0,,2.0,1.0,4.0,0.0,1.0,0.0,0.0,90120.0,9.0,1.0,0.0,4.0,,3.0,305.0,,84.0,87.0,1,7,2,1.0,2
1952-008,1952-008-01,1952-008-01-01,1952-008-01-01-01,11/10/1952,1,344 U.S. 43,73 S. Ct. 77,97 L. Ed. 2d 61,1952 U.S. LEXIS 2769,1952,1303,Vinson,30,"UNITED STATES v. BEACON BRASS CO., INC. ET AL.",10/23/1952,,27.0,,100.0,,2.0,,,0.0,80.0,26.0,80.0,26.0,0.0,1.0,,2.0,1.0,3.0,0.0,1.0,0.0,0.0,10490.0,1.0,1.0,0.0,4.0,,6.0,600.0,18 U.S.C. Â§ 1001,89.0,87.0,1,8,1,1.0,1
1952-009,1952-009-01,1952-009-01-01,1952-009-01-01-01,11/17/1952,1,344 U.S. 48,73 S. Ct. 125,97 L. Ed. 2d 77,1952 U.S. LEXIS 2624,1952,1303,Vinson,40,"JOHNSON, ADMINISTRATRIX, v. NEW YORK, NEW HAVEN & HARTFORD RAILROAD CO.",10/23/1952,,145.0,,231.0,,1.0,,,0.0,94.0,37.0,22.0,,0.0,11.0,3.0,1.0,1.0,5.0,0.0,1.0,0.0,0.0,90110.0,9.0,2.0,0.0,4.0,,4.0,400.0,,78.0,87.0,1,5,4,,2
1952-010,1952-010-01,1952-010-01-01,1952-010-01-01-01,11/17/1952,1,344 U.S. 66,73 S. Ct. 114,97 L. Ed. 2d 101,1952 U.S. LEXIS 1516,1952,1303,Vinson,10,UNITED STATES v. HENNING ET AL.,4/1/1952,10/14/1952,27.0,,166.0,,1.0,,,0.0,80.0,26.0,21.0,,0.0,3.0,3.0,2.0,1.0,3.0,0.0,0.0,0.0,1.0,90470.0,9.0,2.0,0.0,4.0,,6.0,600.0,38 U.S.C. Â§ 801,88.0,78.0,1,5,4,1.0,1
1952-011,1952-011-01,1952-011-01-01,1952-011-01-01-01,11/17/1952,1,344 U.S. 82,73 S. Ct. 122,97 L. Ed. 2d 111,1952 U.S. LEXIS 1517,1952,1303,Vinson,39,BAUMET ET AL. v. UNITED STATES ET AL.,10/15/1952,,166.0,,27.0,,1.0,,,0.0,96.0,37.0,22.0,,0.0,12.0,2.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,90470.0,9.0,2.0,0.0,4.0,,6.0,600.0,38 U.S.C. Â§ 801,88.0,87.0,1,6,3,1.0,1
1952-012,1952-012-01,1952-012-01-01,1952-012-01-01-01,11/17/1952,2,344 U.S. 86,73 S. Ct. 139,97 L. Ed. 2d 114,1952 U.S. LEXIS 1518,1952,1303,Vinson,100,"SWEENEY, SHERIFF, v. WOODALL",,,28.0,41.0,126.0,,1.0,,,0.0,103.0,41.0,26.0,,0.0,12.0,3.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,90040.0,9.0,1.0,0.0,3.0,2.0,1.0,145.0,,,,1,8,1,1.0,1
1952-013,1952-013-01,1952-013-01-01,1952-013-01-01-01,11/24/1952,1,344 U.S. 94,73 S. Ct. 143,97 L. Ed. 2d 120,1952 U.S. LEXIS 2666,1952,1303,Vinson,3,KEDROFF ET AL. v. SAINT NICHOLAS CATHEDRAL OF THE RUSSIAN ORTHODOX CHURCH IN NORTH AMERICA,2/1/1952,10/14/1952,130.0,,130.0,,2.0,,,0.0,302.0,37.0,300.0,37.0,0.0,1.0,3.0,1.0,3.0,4.0,0.0,1.0,0.0,0.0,30160.0,3.0,2.0,0.0,2.0,,2.0,202.0,,79.0,79.0,1,8,1,1.0,2
1952-014,1952-014-01,1952-014-01-01,1952-014-01-01-01,11/24/1952,1,344 U.S. 133,73 S. Ct. 135,97 L. Ed. 2d 146,1952 U.S. LEXIS 1496,1952,1303,Vinson,15,"MANDOLI v. ACHESON, SECRETARY OF STATE",10/17/1952,,106.0,,328.0,,1.0,28.0,,0.0,55.0,10.0,32.0,,0.0,12.0,2.0,1.0,1.0,4.0,0.0,1.0,0.0,0.0,20280.0,2.0,2.0,0.0,4.0,,6.0,600.0,34 Stat. 1228,84.0,78.0,1,5,4,1.0,2
1952-016,1952-016-01,1952-016-01-01,1952-016-01-01-01,12/8/1952,1,344 U.S. 143,73 S. Ct. 193,97 L. Ed. 2d 153,1952 U.S. LEXIS 1454,1952,1303,Vinson,4,"DIXON v. DUFFY, WARDEN",10/16/1951,,126.0,,28.0,6.0,1.0,,,0.0,302.0,6.0,300.0,6.0,1.0,10.0,9.0,1.0,1.0,5.0,0.0,1.0,0.0,0.0,90180.0,9.0,2.0,0.0,3.0,,,,,87.0,87.0,1,8,1,,2
1952-017,1952-017-01,1952-017-01-01,1952-017-01-01-01,12/8/1952,1,344 U.S. 149,73 S. Ct. 200,97 L. Ed. 2d 157,1952 U.S. LEXIS 2631,1952,1303,Vinson,16,"UNITED STATES v. CALTEX (PHILIPPINES), INC. ET AL.",10/20/1952,,27.0,,198.0,,1.0,,,0.0,3.0,,3.0,,0.0,11.0,,1.0,1.0,3.0,0.0,1.0,0.0,0.0,40070.0,4.0,2.0,0.0,1.0,,2.0,211.0,,87.0,87.0,1,7,2,1.0,1
1952-018,1952-018-01,1952-018-01-01,1952-018-01-01-01,12/8/1952,1,344 U.S. 157,73 S. Ct. 204,97 L. Ed. 2d 168,1952 U.S. LEXIS 2650,1952,1303,Vinson,37,"LLOYD A. FRY ROOFING CO. v. WOOD ET AL., MEMBERS OF THE ARKANSAS PUBLIC SERVICE COMMISSION",11/10/1952,,245.0,,4.0,5.0,1.0,,,0.0,302.0,5.0,300.0,5.0,0.0,11.0,9.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,80110.0,8.0,2.0,0.0,2.0,,1.0,111.0,,78.0,78.0,1,5,4,0.0,0
1952-019,1952-019-01,1952-019-01-01,1952-019-01-01-01,12/8/1952,1,344 U.S. 167,73 S. Ct. 191,97 L. Ed. 2d 186,1952 U.S. LEXIS 2766,1952,1303,Vinson,79,ALISON v. UNITED STATES,11/12/1952,,240.0,,27.0,,4.0,,,0.0,111.0,,23.0,,0.0,1.0,9.0,,1.0,3.0,0.0,1.0,0.0,0.0,120010.0,12.0,1.0,0.0,4.0,5.0,3.0,345.0,,78.0,87.0,1,7,2,1.0,1
1952-020,1952-020-01,1952-020-01-01,1952-020-01-01-01,12/8/1952,1,344 U.S. 171,73 S. Ct. 198,97 L. Ed. 2d 197,1952 U.S. LEXIS 1455,1952,1303,Vinson,242,"BAILESS, COUNTY TREASURER, ET AL. v. PAUKUNE",11/1/1952,,19.0,42.0,170.0,,1.0,,,0.0,302.0,42.0,300.0,42.0,0.0,12.0,2.0,2.0,1.0,4.0,0.0,1.0,0.0,0.0,20160.0,2.0,1.0,0.0,4.0,,6.0,600.0,24 Stat. 388,81.0,87.0,1,9,0,1.0,2
1952-021,1952-021-01,1952-021-01-01,1952-021-01-01-01,12/8/1952,1,344 U.S. 174,73 S. Ct. 189,97 L. Ed. 2d 200,1952 U.S. LEXIS 1456,1952,1303,Vinson,27,UNITED STATES v. CARDIFF,11/17/1952,,27.0,,100.0,,1.0,,,0.0,128.0,56.0,29.0,,0.0,12.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,40010.0,4.0,2.0,0.0,4.0,,3.0,332.0,,81.0,87.0,1,8,1,0.0,0
1952-023,1952-023-01,1952-023-01-01,1952-023-01-01-01,12/15/1952,1,344 U.S. 183,73 S. Ct. 215,97 L. Ed. 2d 216,1952 U.S. LEXIS 1430,1952,1303,Vinson,14,WIEMAN et al. v. UPDEGRAFF et al.,11/16/1952,,8.0,42.0,25.0,42.0,2.0,,,0.0,302.0,42.0,300.0,42.0,0.0,1.0,2.0,1.0,3.0,3.0,0.0,1.0,0.0,0.0,30110.0,3.0,2.0,0.0,2.0,,2.0,200.0,,88.0,87.0,1,8,0,1.0,1
1952-024,1952-024-01,1952-024-01-01,1952-024-01-01-01,12/15/1952,1,344 U.S. 199,73 S. Ct. 232,97 L. Ed. 2d 231,1952 U.S. LEXIS 1431,1952,1303,Vinson,41,SCHWARTZ v. TEXAS,11/12/1952,,100.0,,28.0,51.0,1.0,,,0.0,302.0,51.0,300.0,51.0,0.0,12.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,10370.0,1.0,1.0,0.0,4.0,,5.0,502.0,,89.0,87.0,1,8,1,0.0,0
1952-026,1952-026-01,1952-026-01-01,1952-026-01-01-01,12/22/1952,1,344 U.S. 218,73 S. Ct. 227,97 L. Ed. 2d 260,1952 U.S. LEXIS 2662,1952,1303,Vinson,47,UNITED STATES v. UNIVERSAL C. I. T. CREDIT CORPORATION ET AL.,11/18/1952,,27.0,,151.0,,2.0,,,0.0,87.0,,87.0,,0.0,1.0,,1.0,1.0,2.0,0.0,0.0,0.0,0.0,70040.0,7.0,1.0,0.0,4.0,,3.0,334.0,,80.0,79.0,1,8,1,0.0,0
1952-027,1952-027-01,1952-027-01-01,1952-027-01-01-01,12/22/1952,1,344 U.S. 228,73 S. Ct. 222,97 L. Ed. 2d 276,1952 U.S. LEXIS 2784,1952,1303,Vinson,42,"F. W. WOOLWORTH CO. v. CONTEMPORARY ARTS, INC.",11/17/1952,,238.0,,112.0,,1.0,,,0.0,80.0,26.0,21.0,,0.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,80190.0,8.0,1.0,0.0,4.0,,6.0,600.0,17 U.S.C. Â§ 101,84.0,87.0,1,7,2,0.0,0
1952-028,1952-028-01,1952-028-01-01,1952-028-01-01-01,12/22/1952,1,344 U.S. 237,73 S. Ct. 236,97 L. Ed. 2d 291,1952 U.S. LEXIS 2647,1952,1303,Vinson,44,"PUBLIC SERVICE COMMISSION OF UTAH ET AL. v. WYCOFF COMPANY, INC.",11/13/1952,,4.0,52.0,234.0,,1.0,,,0.0,123.0,52.0,30.0,,0.0,12.0,3.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,90320.0,9.0,1.0,0.0,4.0,,6.0,600.0,28 U.S.C. Â§ 2201,84.0,87.0,1,8,1,1.0,1
1952-029,1952-029-01,1952-029-01-01,1952-029-01-01-01,12/22/1952,1,344 U.S. 254,73 S. Ct. 259,97 L. Ed. 2d 301,1952 U.S. LEXIS 2649,1952,1303,Vinson,9,"KING ET AL., CONSTITUTING THE FLORIDA RAILROAD AND PUBLIC UTILITIES COMMISSION, v. UNITED STATES ET AL.",10/15/1952,,4.0,12.0,27.0,,2.0,66.0,,1.0,57.0,12.0,57.0,12.0,0.0,1.0,9.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,90120.0,9.0,1.0,0.0,4.0,5.0,3.0,343.0,,86.0,79.0,1,6,3,0.0,0
1952-030,1952-030-01,1952-030-01-01,1952-030-01-01-01,12/22/1952,1,344 U.S. 280,73 S. Ct. 252,97 L. Ed. 2d 319,1952 U.S. LEXIS 2663,1952,1303,Vinson,38,"STEELE ET AL. v. BULOVA WATCH CO., INC.",11/10/1952,,122.0,,172.0,,1.0,,,0.0,122.0,51.0,25.0,,1.0,12.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,80200.0,8.0,1.0,0.0,4.0,,6.0,600.0,15 U.S.C. Â§ 1051,88.0,87.0,1,6,2,0.0,0
1952-031,1952-031-01,1952-031-01-01,1952-031-01-01-01,1/12/1953,1,344 U.S. 293,73 S. Ct. 299,97 L. Ed. 2d 333,1953 U.S. LEXIS 2632,1952,1303,Vinson,203,"CITY OF NEW YORK v. NEW YORK, NEW HAVEN & HARTFORD RAILROAD CO.",12/19/1952,,3.0,37.0,231.0,,1.0,,,0.0,53.0,8.0,22.0,,0.0,11.0,2.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,40020.0,4.0,2.0,0.0,4.0,,3.0,307.0,,78.0,78.0,1,9,0,1.0,1
1952-032,1952-032-01,1952-032-01-01,1952-032-01-01-01,1/12/1953,1,344 U.S. 298,73 S. Ct. 307,97 L. Ed. 2d 337,1953 U.S. LEXIS 2561,1952,1303,Vinson,26,"AMERICAN TRUCKING ASSOCIATIONS, INC. ET AL. v. UNITED STATES ET AL.",11/17/1952,,245.0,,27.0,,2.0,66.0,,0.0,42.0,1.0,42.0,1.0,0.0,1.0,,1.0,1.0,2.0,0.0,0.0,0.0,0.0,80240.0,8.0,1.0,0.0,4.0,,3.0,352.0,,79.0,87.0,1,7,2,0.0,0
1952-033,1952-033-01,1952-033-01-01,1952-033-01-01-01,1/12/1953,1,344 U.S. 334,73 S. Ct. 302,97 L. Ed. 2d 367,1953 U.S. LEXIS 2556,1952,1303,Vinson,60,PENNSYLVANIA RAILROAD CO. v. O'ROURKE,12/8/1952,,231.0,,151.0,,1.0,,,0.0,94.0,37.0,22.0,,0.0,4.0,3.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,80050.0,8.0,1.0,0.0,4.0,,3.0,349.0,,79.0,79.0,1,5,4,1.0,1
1952-034,1952-034-01,1952-034-01-01,1952-034-01-01-01,1/12/1953,1,344 U.S. 344,73 S. Ct. 287,97 L. Ed. 2d 377,1953 U.S. LEXIS 2633,1952,1303,Vinson,217,"NATIONAL LABOR RELATIONS BOARD v. SEVEN-UP BOTTLING COMPANY OF MIAMI, INC.",12/19/1952,,382.0,,151.0,,1.0,82.0,,0.0,25.0,,25.0,,0.0,10.0,10.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,70080.0,7.0,1.0,0.0,5.0,4.0,3.0,350.0,,80.0,78.0,1,8,1,1.0,1
1952-036,1952-036-01,1952-036-01-01,1952-036-01-01-01,1/19/1953,1,344 U.S. 367,73 S. Ct. 340,97 L. Ed. 2d 395,1953 U.S. LEXIS 2469,1952,1303,Vinson,179,SOUTH BUFFALO RAILWAY CO. v. AHERN ET AL.,12/17/1952,,231.0,,145.0,,2.0,117.0,37.0,0.0,301.0,37.0,300.0,37.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,100030.0,10.0,1.0,0.0,4.0,,3.0,329.0,,88.0,87.0,1,8,1,0.0,0
1952-037,1952-037-01,1952-037-01-01,1952-037-01-01-01,2/2/1953,1,344 U.S. 375,73 S. Ct. 375,97 L. Ed. 2d 407,1953 U.S. LEXIS 2628,1952,1303,Vinson,97,"NATIONAL LABOR RELATIONS BOARD v. DANT ET AL., DOING BUSINESS AS DANT & RUSSELL, LTD.",12/15/1952,,382.0,,151.0,,1.0,82.0,,0.0,29.0,,29.0,,0.0,12.0,8.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,30070.0,3.0,2.0,0.0,3.0,4.0,3.0,350.0,,79.0,87.0,1,9,0,1.0,1
1952-038,1952-038-01,1952-038-01-01,1952-038-01-01-01,2/2/1953,1,344 U.S. 386,73 S. Ct. 381,97 L. Ed. 2d 422,1953 U.S. LEXIS 2555,1952,1303,Vinson,368,"DE LA RAMA STEAMSHIP CO., INC. v. UNITED STATES",1/15/1953,,116.0,,27.0,,1.0,,,0.0,96.0,37.0,22.0,,0.0,12.0,3.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,80060.0,8.0,2.0,0.0,4.0,,6.0,600.0,1 U.S.C. Â§ 109,80.0,87.0,1,9,0,1.0,1
1952-039,1952-039-01,1952-039-01-01,1952-039-01-01-01,2/2/1953,1,344 U.S. 392,73 S. Ct. 361,97 L. Ed. 2d 426,1953 U.S. LEXIS 2566,1952,1303,Vinson,75,"FEDERAL TRADE COMMISSION v. MOTION PICTURE ADVERTISING SERVICE CO., INC.",12/8/1952,,357.0,,156.0,,1.0,57.0,,0.0,25.0,,25.0,,0.0,12.0,3.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,80010.0,8.0,2.0,0.0,5.0,4.0,3.0,337.0,,81.0,87.0,1,7,2,1.0,1
1952-040,1952-040-01,1952-040-01-01,1952-040-01-01-01,2/2/1953,1,344 U.S. 407,73 S. Ct. 358,97 L. Ed. 2d 441,1953 U.S. LEXIS 2424,1952,1303,Vinson,320,"STONE v. NEW YORK, CHICAGO & ST. LOUIS RAILROAD CO.",1/14/1953,,145.0,,231.0,,1.0,,,0.0,302.0,30.0,300.0,30.0,0.0,12.0,3.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,80040.0,8.0,2.0,0.0,3.0,4.0,3.0,329.0,,81.0,87.0,1,6,3,1.0,1
1952-041,1952-041-01,1952-041-01-01,1952-041-01-01-01,2/2/1953,1,344 U.S. 414,73 S. Ct. 369,97 L. Ed. 2d 447,1953 U.S. LEXIS 2425,1952,1303,Vinson,182,GORDON ET AL. v. UNITED STATES,12/17/1952,,100.0,,27.0,,1.0,,,0.0,66.0,17.0,27.0,,0.0,12.0,2.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,10160.0,1.0,2.0,0.0,7.0,,,,,84.0,78.0,1,9,0,1.0,1
1952-042,1952-042-01,1952-042-01-01,1952-042-01-01-01,2/2/1953,1,344 U.S. 424,73 S. Ct. 349,97 L. Ed. 2d 456,1953 U.S. LEXIS 2426,1952,1303,Vinson,34,BROCK v. NORTH CAROLINA,10/23/1952,,100.0,,28.0,38.0,1.0,,,0.0,302.0,38.0,300.0,38.0,0.0,12.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,10170.0,1.0,1.0,0.0,2.0,,2.0,206.0,,89.0,79.0,1,6,2,0.0,0
1952-043,1952-043-01,1952-043-01-01,1952-043-01-01-01,2/9/1953,1,344 U.S. 443,73 S. Ct. 397,97 L. Ed. 2d 469,1953 U.S. LEXIS 2391,1952,1303,Vinson,32,"BROWN v. ALLEN, WARDEN",4/28/1952,10/13/1952,126.0,,28.0,38.0,1.0,,,0.0,98.0,38.0,24.0,,0.0,10.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,10010.0,1.0,1.0,0.0,2.0,,2.0,210.0,,79.0,87.0,1,6,3,0.0,0
1952-044,1952-044-01,1952-044-01-01,1952-044-01-01-01,2/9/1953,1,344 U.S. 561,73 S. Ct. 391,97 L. Ed. 2d 549,1953 U.S. LEXIS 2392,1952,1303,Vinson,31,"UNITED STATES EX REL. SMITH v. BALDI, SUPERINTENDENT, PHILADELPHIA COUNTY PRISON",4/29/1952,10/13/1952,136.0,,28.0,45.0,1.0,,,0.0,109.0,45.0,23.0,,0.0,12.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,10030.0,1.0,1.0,0.0,2.0,,2.0,230.0,,79.0,87.0,1,6,3,0.0,0
1952-045,1952-045-01,1952-045-01-01,1952-045-01-01-01,2/9/1953,1,344 U.S. 574,73 S. Ct. 460,97 L. Ed. 2d 559,1953 U.S. LEXIS 2393,1952,1303,Vinson,23,CITY OF CHICAGO v. WILLETT COMPANY,10/17/1952,,3.0,17.0,245.0,,1.0,,,0.0,302.0,17.0,300.0,17.0,0.0,10.0,2.0,1.0,1.0,4.0,0.0,1.0,0.0,0.0,80100.0,8.0,2.0,0.0,2.0,,1.0,111.0,,80.0,87.0,1,8,1,1.0,2
