caseId,docketId,caseIssuesId,voteId,dateDecision,decisionType,usCite,sctCite,ledCite,lexisCite,term,naturalCourt,chief,docket,caseName,dateArgument,dateRearg,petitioner,petitionerState,respondent,respondentState,jurisdiction,adminAction,adminActionState,threeJudgeFdc,caseOrigin,caseOriginState,caseSource,caseSourceState,lcDisagreement,certReason,lcDisposition,lcDispositionDirection,declarationUncon,caseDisposition,caseDispositionUnusual,partyWinning,precedentAlteration,voteUnclear,issue,issueArea,decisionDirection,decisionDirectionDissent,authorityDecision1,authorityDecision2,lawType,lawSupp,lawMinor,majOpinWriter,majOpinAssigner,splitVote,majVotes,minVotes,target_binary,target_multi
1975-161,1975-161-01,1975-161-01-01,1975-161-01-01-01,6/28/1976,1,427 U.S. 445,96 S. Ct. 2666,49 L. Ed. 2d 614,1976 U.S. LEXIS 160,1975,1506,Burger,75-251,"FITZPATRICK et al. v. BITZER, CHAIRMAN, STATE EMPLOYEES' RETIREMENT COMMISSION et al.",4/20/1976,,13.0,8.0,28.0,8.0,1.0,,,0.0,53.0,,22.0,,0.0,10.0,2.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,20060.0,2.0,2.0,0.0,2.0,,2.0,232.0,,102.0,99.0,1,9,0,1.0,1
1975-163,1975-163-01,1975-163-01-01,1975-163-01-01-01,6/29/1976,1,427 U.S. 463,96 S. Ct. 2737,49 L. Ed. 2d 627,1976 U.S. LEXIS 78,1975,1506,Burger,74-1646,ANDRESEN v. MARYLAND,2/25/1976,,111.0,,28.0,25.0,1.0,,,0.0,302.0,25.0,301.0,25.0,0.0,12.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,10090.0,1.0,1.0,0.0,2.0,,2.0,210.0,,100.0,99.0,1,7,2,0.0,0
1975-164,1975-164-01,1975-164-01-01,1975-164-01-01-01,6/29/1976,1,427 U.S. 495,96 S. Ct. 2755,49 L. Ed. 2d 651,1976 U.S. LEXIS 79,1975,1506,Burger,75-88,"MATHEWS, SECRETARY OF HEALTH, EDUCATION, AND WELFARE v. LUCAS et al.",1/13/1976,,362.0,,129.0,,2.0,62.0,,0.0,113.0,,113.0,,0.0,1.0,3.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,20200.0,2.0,1.0,0.0,1.0,,2.0,212.0,,100.0,99.0,1,6,3,1.0,1
1975-165,1975-165-01,1975-165-01-01,1975-165-01-01-01,6/29/1976,1,427 U.S. 524,96 S. Ct. 2771,49 L. Ed. 2d 672,1976 U.S. LEXIS 80,1975,1506,Burger,74-6212,"NORTON, A MINOR, BY CHILES v. MATHEWS, SECRETARY OF HEALTH, EDUCATION, AND WELFARE",1/13/1976,,129.0,,362.0,,2.0,62.0,,1.0,79.0,,79.0,,1.0,1.0,9.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,20200.0,2.0,1.0,0.0,1.0,,2.0,212.0,,100.0,99.0,1,6,3,0.0,0
1975-166,1975-166-01,1975-166-01-01,1975-166-01-01-01,6/30/1976,1,427 U.S. 539,96 S. Ct. 2791,49 L. Ed. 2d 683,1976 U.S. LEXIS 17,1975,1506,Burger,75-817,"NEBRASKA PRESS ASSN. et al. v. STUART, JUDGE, et al.",4/19/1976,,226.0,,16.0,32.0,1.0,,,0.0,302.0,32.0,300.0,32.0,0.0,11.0,2.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,30010.0,3.0,2.0,0.0,2.0,,2.0,200.0,,99.0,99.0,1,9,0,1.0,1
1975-167,1975-167-01,1975-167-01-01,1975-167-01-01-01,6/30/1976,1,427 U.S. 618,96 S. Ct. 2781,49 L. Ed. 2d 732,1976 U.S. LEXIS 1,1975,1506,Burger,75-377,LUDWIG v. MASSACHUSETTS,4/28/1976,,100.0,,28.0,26.0,2.0,,,0.0,302.0,26.0,300.0,26.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,10580.0,1.0,1.0,0.0,2.0,,2.0,215.0,,100.0,99.0,1,5,4,0.0,0
1975-168,1975-168-01,1975-168-01-01,1975-168-01-01-01,6/30/1976,2,427 U.S. 639,96 S. Ct. 2778,49 L. Ed. 2d 747,1976 U.S. LEXIS 187,1975,1506,Burger,75-1558,"NATIONAL HOCKEY LEAGUE et al. v. METROPOLITAN HOCKEY CLUB, INC., et al.",,,216.0,,216.0,,1.0,,,0.0,109.0,,23.0,,1.0,12.0,3.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,90110.0,9.0,2.0,0.0,3.0,4.0,4.0,400.0,,,99.0,1,6,2,1.0,1
1975-169,1975-169-01,1975-169-01-01,1975-169-01-01-01,7/1/1976,1,428 U.S. 1,96 S. Ct. 2882,49 L. Ed. 2d 752,1976 U.S. LEXIS 10,1975,1506,Burger,74-1302,"USERY, SECRETARY OF LABOR, et al. v. TURNER ELKHORN MINING CO. et al.",12/2/1975,,371.0,,132.0,,2.0,,,1.0,73.0,,73.0,,0.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,0.0,0.0,40010.0,4.0,2.0,0.0,1.0,,2.0,207.0,,98.0,99.0,1,6,2,,2
1975-170,1975-170-01,1975-170-01-01,1975-170-01-01-01,7/1/1976,1,428 U.S. 52,96 S. Ct. 2831,49 L. Ed. 2d 788,1976 U.S. LEXIS 13,1975,1506,Burger,74-1151,"PLANNED PARENTHOOD OF CENTRAL MISSOURI et al. v. DANFORTH, ATTORNEY GENERAL OF MISSOURI, et al.",3/23/1976,,165.0,,28.0,30.0,2.0,,,1.0,86.0,,86.0,,1.0,1.0,,1.0,3.0,7.0,0.0,1.0,0.0,0.0,50020.0,5.0,2.0,0.0,2.0,,2.0,230.0,,100.0,92.0,1,5,4,1.0,1
1975-171,1975-171-01,1975-171-01-01,1975-171-01-01-01,7/1/1976,1,428 U.S. 106,96 S. Ct. 2868,49 L. Ed. 2d 826,1976 U.S. LEXIS 161,1975,1506,Burger,74-1393,"SINGLETON, CHIEF, BUREAU OF MEDICAL SERVICES, DEPARTMENT OF HEALTH AND WELFARE OF MISSOURI v. WULFF et al.",3/23/1976,,28.0,30.0,206.0,,1.0,,,0.0,86.0,,28.0,,0.0,12.0,3.0,1.0,1.0,4.0,0.0,1.0,0.0,0.0,90240.0,9.0,2.0,0.0,1.0,,1.0,139.0,,100.0,92.0,1,5,4,1.0,2
1975-172,1975-172-01,1975-172-01-01,1975-172-01-01-01,7/1/1976,1,428 U.S. 132,96 S. Ct. 2857,49 L. Ed. 2d 844,1976 U.S. LEXIS 81,1975,1506,Burger,75-73,"BELLOTTI, ATTORNEY GENERAL OF MASSACHUSETTS, et al. v. BAIRD et al.",3/23/1976,,28.0,26.0,165.0,,2.0,,,1.0,80.0,,80.0,,1.0,1.0,,2.0,1.0,5.0,0.0,1.0,0.0,0.0,90070.0,9.0,1.0,0.0,3.0,7.0,5.0,500.0,,100.0,99.0,1,9,0,,2
1975-173,1975-173-01,1975-173-01-01,1975-173-01-01-01,7/2/1976,7,428 U.S. 153,96 S. Ct. 2909,49 L. Ed. 2d 859,1976 U.S. LEXIS 82,1975,1506,Burger,74-6257,GREGG v. GEORGIA,3/31/1976,,126.0,,28.0,13.0,1.0,,,0.0,302.0,13.0,300.0,13.0,0.0,11.0,12.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,10130.0,1.0,1.0,0.0,2.0,,2.0,221.0,,94.0,99.0,1,7,2,0.0,0
1975-174,1975-174-01,1975-174-01-01,1975-174-01-01-01,7/2/1976,7,428 U.S. 242,96 S. Ct. 2960,49 L. Ed. 2d 913,1976 U.S. LEXIS 83,1975,1506,Burger,75-5706,PROFFITT v. FLORIDA,3/31/1976,,126.0,,28.0,12.0,1.0,,,0.0,302.0,12.0,300.0,12.0,0.0,11.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,10130.0,1.0,1.0,0.0,2.0,,2.0,221.0,,101.0,99.0,1,7,2,0.0,0
1975-175,1975-175-01,1975-175-01-01,1975-175-01-01-01,7/2/1976,7,428 U.S. 262,96 S. Ct. 2950,49 L. Ed. 2d 929,1976 U.S. LEXIS 84,1975,1506,Burger,75-5394,JUREK v. TEXAS,3/30/1976,,126.0,,28.0,51.0,1.0,,,0.0,302.0,51.0,300.0,51.0,0.0,11.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,10130.0,1.0,1.0,0.0,2.0,,2.0,221.0,,103.0,99.0,1,7,2,0.0,0
1975-176,1975-176-01,1975-176-01-01,1975-176-01-01-01,7/2/1976,7,428 U.S. 280,96 S. Ct. 2978,49 L. Ed. 2d 944,1976 U.S. LEXIS 85,1975,1506,Burger,75-5491,WOODSON et al. v. NORTH CAROLINA,3/31/1976,,126.0,,28.0,38.0,1.0,,,0.0,302.0,38.0,300.0,38.0,0.0,11.0,2.0,1.0,3.0,4.0,0.0,1.0,0.0,0.0,10130.0,1.0,2.0,0.0,2.0,,2.0,221.0,,94.0,92.0,1,5,4,1.0,2
1975-177,1975-177-01,1975-177-01-01,1975-177-01-01-01,7/2/1976,7,428 U.S. 325,96 S. Ct. 3001,49 L. Ed. 2d 974,1976 U.S. LEXIS 14,1975,1506,Burger,75-5844,ROBERTS v. LOUISIANA,3/31/1976,,126.0,,28.0,22.0,1.0,,,0.0,302.0,22.0,300.0,22.0,0.0,11.0,2.0,1.0,3.0,4.0,0.0,1.0,0.0,0.0,10130.0,1.0,2.0,0.0,2.0,,2.0,221.0,,103.0,92.0,1,5,4,1.0,2
1975-178,1975-178-01,1975-178-01-01,1975-178-01-01-01,7/6/1976,1,428 U.S. 364,96 S. Ct. 3092,49 L. Ed. 2d 1000,1976 U.S. LEXIS 15,1975,1506,Burger,75-76,SOUTH DAKOTA v. OPPERMAN,3/29/1976,,28.0,49.0,100.0,,1.0,,,0.0,302.0,49.0,300.0,49.0,0.0,12.0,3.0,2.0,1.0,4.0,0.0,1.0,0.0,0.0,10060.0,1.0,1.0,0.0,2.0,,2.0,205.0,,99.0,99.0,1,5,4,1.0,2
1975-179,1975-179-01,1975-179-01-01,1975-179-01-01-01,7/6/1976,1,428 U.S. 397,96 S. Ct. 3141,49 L. Ed. 2d 1022,1976 U.S. LEXIS 110,1975,1506,Burger,75-339,"BUFFALO FORGE CO. v. UNITED STEELWORKERS OF AMERICA, AFL-CIO, et al.",3/24/1976,,151.0,,249.0,,1.0,,,0.0,97.0,,22.0,,0.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,70010.0,7.0,1.0,0.0,4.0,,3.0,357.0,,95.0,99.0,1,5,4,0.0,0
1975-180,1975-180-01,1975-180-01-01,1975-180-01-01-01,7/6/1976,1,428 U.S. 433,96 S. Ct. 3021,49 L. Ed. 2d 1046,1976 U.S. LEXIS 162,1975,1506,Burger,74-958,UNITED STATES et al. v. JANIS,12/8/1975,,27.0,,100.0,,1.0,69.0,,0.0,48.0,,29.0,,0.0,10.0,2.0,2.0,1.0,4.0,0.0,1.0,0.0,0.0,10050.0,1.0,1.0,0.0,7.0,,5.0,502.0,,100.0,99.0,1,5,3,1.0,2
1975-181,1975-181-01,1975-181-01-01,1975-181-01-01-01,7/6/1976,1,428 U.S. 465,96 S. Ct. 3037,49 L. Ed. 2d 1067,1976 U.S. LEXIS 86,1975,1506,Burger,74-1055,"STONE, WARDEN v. POWELL",2/24/1976,,28.0,6.0,126.0,,1.0,,,0.0,50.0,,29.0,,0.0,12.0,3.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,10020.0,1.0,1.0,0.0,3.0,,3.0,341.0,,101.0,99.0,1,6,3,1.0,1
1975-182,1975-182-01,1975-182-01-01,1975-182-01-01-01,7/6/1976,1,428 U.S. 543,96 S. Ct. 3074,49 L. Ed. 2d 1116,1976 U.S. LEXIS 87,1975,1506,Burger,74-1560,UNITED STATES v. MARTINEZ-FUERTE et al.,4/26/1976,,27.0,,100.0,,1.0,,,0.0,51.0,,29.0,,1.0,12.0,3.0,2.0,1.0,4.0,0.0,1.0,0.0,0.0,10060.0,1.0,1.0,0.0,1.0,,2.0,205.0,,101.0,99.0,1,7,2,1.0,2
1975-183,1975-183-01,1975-183-01-01,1975-183-01-01-01,7/6/1976,1,428 U.S. 579,96 S. Ct. 3110,49 L. Ed. 2d 1141,1976 U.S. LEXIS 4,1975,1506,Burger,75-122,"CANTOR, DBA SELDEN DRUGS CO. v. DETROIT EDISON CO.",1/14/1976,,144.0,,148.0,,1.0,,,0.0,81.0,,26.0,,0.0,13.0,2.0,1.0,1.0,4.0,0.0,1.0,0.0,0.0,80010.0,8.0,2.0,0.0,7.0,4.0,,,,103.0,99.0,1,6,3,1.0,2
1976-001,1976-001-01,1976-001-01-01,1976-001-01-01-01,10/12/1976,2,429 U.S. 1,97 S. Ct. 24,50 L. Ed. 2d 1,1976 U.S. LEXIS 163,1976,1506,Burger,75-1534,UNITED STATES v. MORRISON,,,27.0,,100.0,,1.0,,,0.0,93.0,,30.0,,0.0,12.0,9.0,2.0,1.0,5.0,0.0,1.0,0.0,0.0,10170.0,1.0,1.0,0.0,1.0,,2.0,206.0,,,99.0,1,9,0,,2
1976-002,1976-002-01,1976-002-01-01,1976-002-01-01-01,10/12/1976,2,429 U.S. 5,97 S. Ct. 26,50 L. Ed. 2d 5,1976 U.S. LEXIS 164,1976,1506,Burger,75-1535,UNITED STATES v. ROSE,,,27.0,,100.0,,1.0,,,0.0,,,30.0,,0.0,12.0,2.0,2.0,1.0,5.0,0.0,1.0,0.0,0.0,10170.0,1.0,1.0,0.0,1.0,,2.0,206.0,,,99.0,1,9,0,,2
1976-003,1976-003-01,1976-003-01-01,1976-003-01-01-01,10/12/1976,2,429 U.S. 6,97 S. Ct. 18,50 L. Ed. 2d 8,1976 U.S. LEXIS 165,1976,1506,Burger,75-1547,UNITED STATES v. DIETER,,,27.0,,100.0,,1.0,,,0.0,93.0,,30.0,,0.0,12.0,9.0,2.0,1.0,5.0,0.0,1.0,0.0,0.0,10350.0,1.0,1.0,0.0,3.0,,,,,,99.0,1,9,0,,2
1976-004,1976-004-01,1976-004-01-01,1976-004-01-01-01,10/12/1976,2,429 U.S. 10,97 S. Ct. 22,50 L. Ed. 2d 12,1976 U.S. LEXIS 166,1976,1506,Burger,75-1667,UNITED STATES v. POMPONIO et al.,,,27.0,,240.0,,1.0,,,0.0,126.0,,24.0,,0.0,12.0,3.0,2.0,1.0,4.0,0.0,1.0,0.0,0.0,10220.0,1.0,1.0,0.0,4.0,,3.0,345.0,,,99.0,1,9,0,1.0,2
1976-005,1976-005-01,1976-005-01-01,1976-005-01-01-01,10/12/1976,2,429 U.S. 14,97 S. Ct. 20,50 L. Ed. 2d 17,1976 U.S. LEXIS 88,1976,1506,Burger,75-1867,UNITED STATES v. SANFORD et al.,,,27.0,,100.0,,1.0,,,0.0,88.0,,29.0,,0.0,12.0,9.0,2.0,1.0,4.0,0.0,1.0,0.0,0.0,10170.0,1.0,1.0,0.0,1.0,,2.0,206.0,,,99.0,1,7,2,1.0,2
1976-007,1976-007-01,1976-007-01-01,1976-007-01-01-01,10/18/1976,2,429 U.S. 20,97 S. Ct. 29,50 L. Ed. 2d 25,1976 U.S. LEXIS 168,1976,1506,Burger,75-1692,MOORE v. UNITED STATES,,,100.0,,27.0,,1.0,,,0.0,122.0,,25.0,,0.0,12.0,2.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,10330.0,1.0,2.0,0.0,7.0,,5.0,505.0,,,92.0,1,6,3,,2
1976-008,1976-008-01,1976-008-01-01,1976-008-01-01-01,11/1/1976,2,429 U.S. 24,97 S. Ct. 200,50 L. Ed. 2d 190,1976 U.S. LEXIS 169,1976,1506,Burger,75-1666,IMMIGRATION AND NATURALIZATION SERVICE v. BAGAMASBAD,,,368.0,,106.0,,1.0,7.0,,0.0,23.0,,23.0,,1.0,12.0,3.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,20260.0,2.0,1.0,0.0,5.0,,,,,,99.0,1,9,0,1.0,1
1976-009,1976-009-01,1976-009-01-01,1976-009-01-01-01,11/1/1976,2,429 U.S. 28,97 S. Ct. 202,50 L. Ed. 2d 194,1976 U.S. LEXIS 170,1976,1506,Burger,75-1726,"HUTTO, ARKANSAS DEPARTMENT OF CORRECTION COMMISSIONER v. ROSS",,,28.0,5.0,100.0,,1.0,,,0.0,47.0,,28.0,,0.0,12.0,3.0,2.0,1.0,4.0,0.0,1.0,0.0,0.0,10030.0,1.0,1.0,0.0,7.0,,,,,,99.0,1,8,1,1.0,2
1976-010,1976-010-01,1976-010-01-01,1976-010-01-01-01,11/2/1976,1,429 U.S. 32,97 S. Ct. 204,50 L. Ed. 2d 199,1976 U.S. LEXIS 111,1976,1506,Burger,74-799,"UNITED STATES v. FOSTER LUMBER CO., INC.",11/12/1975,10/5/1976,27.0,,240.0,,1.0,69.0,,0.0,87.0,,28.0,,0.0,2.0,2.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,120010.0,12.0,2.0,0.0,4.0,,3.0,345.0,,94.0,94.0,1,5,4,1.0,1
1976-011,1976-011-01,1976-011-01-01,1976-011-01-01-01,11/2/1976,6,429 U.S. 60,97 S. Ct. 342,50 L. Ed. 2d 218,1976 U.S. LEXIS 171,1976,1506,Burger,74-6438,SCOTT v. KENTUCKY PAROLE BOARD et al.,10/12/1976,,215.0,,4.0,21.0,1.0,,,0.0,,,26.0,,0.0,12.0,2.0,2.0,1.0,5.0,0.0,1.0,0.0,0.0,90130.0,9.0,1.0,0.0,3.0,,,,,,99.0,1,6,3,,2
1976-012,1976-012-01,1976-012-01-01,1976-012-01-01-01,11/2/1976,5,429 U.S. 65,97 S. Ct. 342,50 L. Ed. 2d 223,1976 U.S. LEXIS 172,1976,1506,Burger,75-478,PARKER SEAL CO. v. CUMMINS,10/12/1976,,151.0,,145.0,,1.0,,,0.0,73.0,,26.0,,0.0,12.0,,2.0,1.0,2.0,0.0,0.0,0.0,0.0,30160.0,3.0,2.0,0.0,3.0,,,,,,,1,4,4,0.0,0
1976-014,1976-014-01,1976-014-01-01,1976-014-01-01-01,11/9/1976,1,429 U.S. 68,97 S. Ct. 219,50 L. Ed. 2d 227,1976 U.S. LEXIS 173,1976,1506,Burger,75-831,"TULLY et al. v. GRIFFIN, INC.",10/4/1976,,4.0,37.0,238.0,,2.0,117.0,37.0,1.0,124.0,,124.0,,0.0,1.0,,1.0,1.0,5.0,0.0,0.0,0.0,0.0,90090.0,9.0,1.0,0.0,4.0,,6.0,600.0,28 U.S.C. Â§ 1341,94.0,99.0,1,9,0,,2
1976-015,1976-015-01,1976-015-01-01,1976-015-01-01-01,11/15/1976,1,429 U.S. 78,97 S. Ct. 274,50 L. Ed. 2d 236,1976 U.S. LEXIS 174,1976,1506,Burger,74-6632,MOODY v. DAGGETT,10/12/1976,,217.0,,27.0,,1.0,,,0.0,72.0,,30.0,,0.0,11.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,40040.0,4.0,1.0,0.0,1.0,,2.0,207.0,,99.0,99.0,1,7,2,0.0,0
1976-016,1976-016-01,1976-016-01-01,1976-016-01-01-01,11/30/1976,1,429 U.S. 97,97 S. Ct. 285,50 L. Ed. 2d 251,1976 U.S. LEXIS 175,1976,1506,Burger,75-929,"ESTELLE, CORRECTIONS DIRECTOR, et al. v. GAMBLE",10/5/1976,,19.0,51.0,215.0,,1.0,117.0,51.0,0.0,121.0,,25.0,,0.0,12.0,4.0,2.0,1.0,4.0,0.0,1.0,0.0,0.0,10140.0,1.0,1.0,0.0,1.0,,2.0,221.0,,98.0,99.0,1,8,1,1.0,2
1976-018,1976-018-01,1976-018-01-01,1976-018-01-01-01,12/6/1976,2,429 U.S. 121,97 S. Ct. 400,50 L. Ed. 2d 336,1976 U.S. LEXIS 90,1976,1506,Burger,75-1536,UNITED STATES v. KOPP,,,27.0,,100.0,,1.0,,,0.0,,,30.0,,0.0,12.0,2.0,2.0,1.0,5.0,0.0,1.0,0.0,0.0,10170.0,1.0,1.0,0.0,1.0,,2.0,206.0,,,99.0,1,9,0,,2
1976-019,1976-019-01,1976-019-01-01,1976-019-01-01-01,12/6/1976,2,429 U.S. 122,97 S. Ct. 399,50 L. Ed. 2d 339,1976 U.S. LEXIS 177,1976,1506,Burger,76-5403,DAVIS v. GEORGIA,,,126.0,,28.0,13.0,1.0,,,0.0,302.0,13.0,300.0,13.0,0.0,12.0,2.0,1.0,1.0,4.0,0.0,1.0,0.0,0.0,10250.0,1.0,2.0,0.0,2.0,,2.0,217.0,,,92.0,1,6,3,1.0,2
1976-020,1976-020-01,1976-020-01-01,1976-020-01-01-01,12/7/1976,1,429 U.S. 125,97 S. Ct. 401,50 L. Ed. 2d 343,1976 U.S. LEXIS 178,1976,1506,Burger,74-1589,GENERAL ELECTRIC CO. v. GILBERT et al.,1/19/1976,10/13/1976,151.0,,154.0,,1.0,,,0.0,126.0,,24.0,,1.0,12.0,2.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,20140.0,2.0,1.0,0.0,4.0,,3.0,384.0,,102.0,99.0,1,6,3,1.0,1
1976-023,1976-023-01,1976-023-01-01,1976-023-01-01-01,12/8/1976,1,429 U.S. 167,97 S. Ct. 421,50 L. Ed. 2d 376,1976 U.S. LEXIS 181,1976,1506,Burger,75-946,CITY OF MADISON JOINT SCHOOL DISTRICT NO. 8 et al. v. WISCONSIN EMPLOYMENT RELATIONS COMMISSION et al.,10/12/1976,,21.0,58.0,4.0,58.0,2.0,117.0,58.0,0.0,302.0,58.0,300.0,58.0,0.0,1.0,2.0,1.0,1.0,4.0,0.0,1.0,0.0,0.0,30010.0,3.0,2.0,0.0,2.0,,2.0,200.0,,99.0,99.0,1,9,0,1.0,2
1976-024,1976-024-01,1976-024-01-01,1976-024-01-01-01,12/13/1976,1,429 U.S. 181,97 S. Ct. 431,50 L. Ed. 2d 389,1976 U.S. LEXIS 182,1976,1506,Burger,75-1197,"MATHEWS, SECRETARY OF HEALTH, EDUCATION, AND WELFARE v. DE CASTRO",11/8/1976,,362.0,,188.0,,2.0,62.0,,1.0,66.0,,66.0,,0.0,1.0,,2.0,1.0,3.0,0.0,1.0,0.0,0.0,20130.0,2.0,1.0,0.0,1.0,,3.0,370.0,,94.0,99.0,1,9,0,1.0,1
1976-025,1976-025-01,1976-025-01-01,1976-025-01-01-01,12/20/1976,1,429 U.S. 190,97 S. Ct. 451,50 L. Ed. 2d 397,1976 U.S. LEXIS 183,1976,1506,Burger,75-628,"CRAIG et al. v. BOREN, GOVERNOR OF OKLAHOMA, et al.",10/5/1976,,179.0,,28.0,42.0,2.0,,,1.0,107.0,,107.0,,0.0,1.0,,1.0,3.0,3.0,0.0,1.0,1.0,0.0,20130.0,2.0,2.0,0.0,2.0,,2.0,231.0,,92.0,92.0,1,7,2,1.0,1
1976-026,1976-026-01,1976-026-01-01,1976-026-01-01-01,12/20/1976,1,429 U.S. 229,97 S. Ct. 441,50 L. Ed. 2d 427,1976 U.S. LEXIS 184,1976,1506,Burger,75-1264,"INTERNATIONAL UNION OF ELECTRICAL, RADIO & MACHINE WORKERS, AFL-CIO, LOCAL 790 v. ROBBINS & MYERS, INC., et al.",11/9/1976,,249.0,,151.0,,1.0,32.0,,0.0,118.0,,26.0,,1.0,2.0,2.0,1.0,1.0,4.0,0.0,1.0,0.0,0.0,20060.0,2.0,2.0,0.0,4.0,,3.0,384.0,,102.0,99.0,1,9,0,1.0,2
1976-027,1976-027-01,1976-027-01-01,1976-027-01-01-01,1/10/1977,2,429 U.S. 245,97 S. Ct. 546,50 L. Ed. 2d 444,1977 U.S. LEXIS 27,1976,1506,Burger,76-461,CONNALLY v. GEORGIA,,,100.0,,28.0,13.0,2.0,,,0.0,302.0,13.0,300.0,13.0,1.0,1.0,2.0,1.0,3.0,5.0,0.0,1.0,0.0,0.0,40050.0,4.0,2.0,0.0,2.0,,2.0,230.0,,,99.0,1,9,0,,2
1976-028,1976-028-01,1976-028-01-01,1976-028-01-01-01,1/11/1977,1,429 U.S. 252,97 S. Ct. 555,50 L. Ed. 2d 450,1977 U.S. LEXIS 28,1976,1506,Burger,75-616,VILLAGE OF ARLINGTON HEIGHTS et al. v. METROPOLITAN HOUSING DEVELOPMENT CORP. et al.,10/13/1976,,3.0,17.0,139.0,,1.0,117.0,17.0,0.0,66.0,,27.0,,1.0,12.0,3.0,2.0,1.0,4.0,0.0,1.0,0.0,0.0,20040.0,2.0,1.0,0.0,2.0,,2.0,231.0,,101.0,99.0,1,5,3,1.0,2
1976-029,1976-029-01,1976-029-01-01,1976-029-01-01-01,1/11/1977,1,429 U.S. 274,97 S. Ct. 568,50 L. Ed. 2d 471,1977 U.S. LEXIS 29,1976,1506,Burger,75-1278,MT. HEALTHY CITY SCHOOL DISTRICT BOARD OF EDUCATION v. DOYLE,11/3/1976,,21.0,41.0,8.0,41.0,1.0,117.0,41.0,0.0,104.0,,26.0,,0.0,11.0,2.0,2.0,1.0,5.0,0.0,1.0,0.0,0.0,30010.0,3.0,1.0,0.0,2.0,,2.0,224.0,,102.0,99.0,1,9,0,,2
1976-030,1976-030-01,1976-030-01-01,1976-030-01-01-01,1/11/1977,1,429 U.S. 288,97 S. Ct. 549,50 L. Ed. 2d 485,1977 U.S. LEXIS 30,1976,1506,Burger,75-1261,"KNEBEL, SECRETARY OF AGRICULTURE v. HEIN",11/29/1976,,304.0,,212.0,,2.0,4.0,,1.0,71.0,,71.0,,0.0,1.0,,2.0,1.0,3.0,0.0,1.0,0.0,0.0,20180.0,2.0,1.0,0.0,1.0,,2.0,212.0,,103.0,99.0,1,9,0,1.0,1
1976-031,1976-031-01,1976-031-01-01,1976-031-01-01-01,1/11/1977,1,429 U.S. 298,97 S. Ct. 576,50 L. Ed. 2d 494,1977 U.S. LEXIS 7,1976,1506,Burger,75-1267,"BAYSIDE ENTERPRISES, INC., et al. v. NATIONAL LABOR RELATIONS BOARD",11/10/1976,,152.0,,382.0,,1.0,82.0,,0.0,21.0,,21.0,,0.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,70070.0,7.0,2.0,0.0,5.0,,3.0,356.0,,103.0,99.0,1,9,0,0.0,0
1976-032,1976-032-01,1976-032-01-01,1976-032-01-01-01,1/12/1977,1,429 U.S. 305,97 S. Ct. 611,50 L. Ed. 2d 502,1977 U.S. LEXIS 31,1976,1506,Burger,75-657,"LOCAL 3489, UNITED STEELWORKERS OF AMERICA, AFL-CIO, et al. v. USERY, SECRETARY OF LABOR",11/30/1976,,249.0,,371.0,,1.0,,,0.0,69.0,,27.0,,0.0,2.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,70060.0,7.0,1.0,0.0,4.0,,3.0,351.0,,92.0,99.0,1,6,3,0.0,0
1976-033,1976-033-01,1976-033-01-01,1976-033-01-01-01,1/12/1977,1,429 U.S. 318,97 S. Ct. 599,50 L. Ed. 2d 514,1977 U.S. LEXIS 32,1976,1506,Burger,75-1019,BOSTON STOCK EXCHANGE et al. v. STATE TAX COMMISSION et al.,11/2/1976,,119.0,,4.0,37.0,2.0,117.0,37.0,0.0,302.0,37.0,300.0,37.0,0.0,1.0,2.0,2.0,3.0,4.0,0.0,1.0,0.0,0.0,80100.0,8.0,1.0,0.0,2.0,,1.0,111.0,,95.0,99.0,1,9,0,1.0,2
1976-034,1976-034-01,1976-034-01-01,1976-034-01-01-01,1/12/1977,1,429 U.S. 338,97 S. Ct. 619,50 L. Ed. 2d 530,1977 U.S. LEXIS 33,1976,1506,Burger,75-235,G. M. LEASING CORP. et al. v. UNITED STATES et al.,10/4/1976,,240.0,,27.0,,1.0,69.0,,0.0,123.0,,30.0,,0.0,12.0,3.0,1.0,1.0,7.0,0.0,1.0,0.0,0.0,10050.0,1.0,2.0,0.0,1.0,,2.0,205.0,,100.0,99.0,1,9,0,1.0,1
